Country,Year,Series,Value
Comoros,2010,Domestic general government health expenditure (% of total government expenditure),3.5102
Comoros,2015,Domestic general government health expenditure (% of total government expenditure),3.8042
Comoros,2016,Domestic general government health expenditure (% of total government expenditure),3.6339
Comoros,2017,Domestic general government health expenditure (% of total government expenditure),3.365
Congo,2000,Current health expenditure (% of GDP),1.6939
Congo,2005,Current health expenditure (% of GDP),1.8759
Congo,2010,Current health expenditure (% of GDP),1.9806
Congo,2015,Current health expenditure (% of GDP),3.4154
Congo,2016,Current health expenditure (% of GDP),3.4869
Congo,2017,Current health expenditure (% of GDP),2.9303
Congo,2000,Domestic general government health expenditure (% of total government expenditure),2.2729
Congo,2005,Domestic general government health expenditure (% of total government expenditure),1.9532
Congo,2010,Domestic general government health expenditure (% of total government expenditure),3.6021
Congo,2015,Domestic general government health expenditure (% of total government expenditure),2.7098
Congo,2016,Domestic general government health expenditure (% of total government expenditure),2.885
Congo,2017,Domestic general government health expenditure (% of total government expenditure),3.3985
Cook Islands,2000,Current health expenditure (% of GDP),3.2183
Cook Islands,2005,Current health expenditure (% of GDP),4.1707
Cook Islands,2010,Current health expenditure (% of GDP),3.4744
Cook Islands,2015,Current health expenditure (% of GDP),2.8577
Cook Islands,2016,Current health expenditure (% of GDP),3.4747
Cook Islands,2017,Current health expenditure (% of GDP),3.3078
Cook Islands,2000,Domestic general government health expenditure (% of total government expenditure),9.6333
Cook Islands,2005,Domestic general government health expenditure (% of total government expenditure),9.6333
Cook Islands,2010,Domestic general government health expenditure (% of total government expenditure),9.268
Cook Islands,2015,Domestic general government health expenditure (% of total government expenditure),5.215
Cook Islands,2016,Domestic general government health expenditure (% of total government expenditure),5.7107
Cook Islands,2017,Domestic general government health expenditure (% of total government expenditure),5.6772
Costa Rica,2000,Current health expenditure (% of GDP),6.5931
Costa Rica,2005,Current health expenditure (% of GDP),6.6952
Costa Rica,2010,Current health expenditure (% of GDP),8.1134
Costa Rica,2015,Current health expenditure (% of GDP),7.8229
Costa Rica,2016,Current health expenditure (% of GDP),7.5335
Costa Rica,2017,Current health expenditure (% of GDP),7.3288
Costa Rica,2000,Domestic general government health expenditure (% of total government expenditure),25.2639
Costa Rica,2005,Domestic general government health expenditure (% of total government expenditure),25.7056
Costa Rica,2010,Domestic general government health expenditure (% of total government expenditure),31.7352
Costa Rica,2015,Domestic general government health expenditure (% of total government expenditure),29.4917
Costa Rica,2016,Domestic general government health expenditure (% of total government expenditure),28.5522
Costa Rica,2017,Domestic general government health expenditure (% of total government expenditure),26.9071
Côte d’Ivoire,2000,Current health expenditure (% of GDP),5.6004
Côte d’Ivoire,2005,Current health expenditure (% of GDP),5.2877
Côte d’Ivoire,2010,Current health expenditure (% of GDP),6.1037
Côte d’Ivoire,2015,Current health expenditure (% of GDP),4.422
Côte d’Ivoire,2016,Current health expenditure (% of GDP),4.5362
Côte d’Ivoire,2017,Current health expenditure (% of GDP),4.453
Côte d’Ivoire,2000,Domestic general government health expenditure (% of total government expenditure),4.5576
Côte d’Ivoire,2005,Domestic general government health expenditure (% of total government expenditure),3.8913
Côte d’Ivoire,2010,Domestic general government health expenditure (% of total government expenditure),4.0621
Côte d’Ivoire,2015,Domestic general government health expenditure (% of total government expenditure),4.7484
Côte d’Ivoire,2016,Domestic general government health expenditure (% of total government expenditure),4.8163
Côte d’Ivoire,2017,Domestic general government health expenditure (% of total government expenditure),5.0955
Croatia,2000,Current health expenditure (% of GDP),7.6647
Croatia,2005,Current health expenditure (% of GDP),6.9124
Croatia,2010,Current health expenditure (% of GDP),8.0958
Croatia,2015,Current health expenditure (% of GDP),6.788
Croatia,2016,Current health expenditure (% of GDP),6.8263
Croatia,2017,Current health expenditure (% of GDP),6.7891
Croatia,2000,Domestic general government health expenditure (% of total government expenditure),14.6102
Croatia,2005,Domestic general government health expenditure (% of total government expenditure),12.5491
Croatia,2010,Domestic general government health expenditure (% of total government expenditure),14.0803
Croatia,2015,Domestic general government health expenditure (% of total government expenditure),11.667
Croatia,2016,Domestic general government health expenditure (% of total government expenditure),11.9444
Croatia,2017,Domestic general government health expenditure (% of total government expenditure),12.4076
Cuba,2000,Current health expenditure (% of GDP),6.5819
Cuba,2005,Current health expenditure (% of GDP),8.7553
Cuba,2010,Current health expenditure (% of GDP),10.6881
Cuba,2015,Current health expenditure (% of GDP),12.814
Cuba,2016,Current health expenditure (% of GDP),12.2178
Cuba,2017,Current health expenditure (% of GDP),11.7113
Cuba,2000,Domestic general government health expenditure (% of total government expenditure),10.8023
Cuba,2005,Domestic general government health expenditure (% of total government expenditure),11.6676
Cuba,2010,Domestic general government health expenditure (% of total government expenditure),13.8658
Cuba,2015,Domestic general government health expenditure (% of total government expenditure),18.2456
Cuba,2016,Domestic general government health expenditure (% of total government expenditure),17.3054
Cuba,2017,Domestic general government health expenditure (% of total government expenditure),15.875
Cyprus,2000,Current health expenditure (% of GDP),5.308
Cyprus,2005,Current health expenditure (% of GDP),5.4358
Cyprus,2010,Current health expenditure (% of GDP),6.2793
Cyprus,2015,Current health expenditure (% of GDP),6.809
Cyprus,2016,Current health expenditure (% of GDP),6.7887
Cyprus,2017,Current health expenditure (% of GDP),6.6846
Cyprus,2000,Domestic general government health expenditure (% of total government expenditure),6.3317
Cyprus,2005,Domestic general government health expenditure (% of total government expenditure),5.7413
Cyprus,2010,Domestic general government health expenditure (% of total government expenditure),7.1324
Cyprus,2015,Domestic general government health expenditure (% of total government expenditure),7.0502
Cyprus,2016,Domestic general government health expenditure (% of total government expenditure),7.5213
Cyprus,2017,Domestic general government health expenditure (% of total government expenditure),7.5817
Czechia,2000,Current health expenditure (% of GDP),5.7176
Czechia,2005,Current health expenditure (% of GDP),6.381
Czechia,2010,Current health expenditure (% of GDP),6.9281
Czechia,2015,Current health expenditure (% of GDP),7.2428
